category,word,dic,obt
Phenotype,Gram-positive,OntoBiotope,000649
Phenotype,Vancomycin resistance,OntoBiotope,002874
Phenotype,Gram-negative,OntoBiotope,000648
Habitat,nosocomial,OntoBiotope,000011
Habitat,patients with hematological malignancies,OntoBiotope,003220
Phenotype,Gram positive,OntoBiotope,000649
Phenotype,resistant to antimicrobial agents,OntoBiotope,002337
Phenotype,beta-lactamase-producing,OntoBiotope,000019
Microorganism,Salmonella enterica,NCBI_Taxonomy,28901
Habitat,animals,OntoBiotope,000193
Habitat,humans,OntoBiotope,002488
Microorganism,Salmonella enterica,NCBI_Taxonomy,28901
Habitat,Spanish hospitals,OntoBiotope,002714
Microorganism,Virchow,NCBI_Taxonomy,48409
Microorganism,Livingstone,NCBI_Taxonomy,260680
Phenotype,extended-spectrum beta-lactamase (ESBL) producer,OntoBiotope,000019
Microorganism,S. enterica Livingstone,NCBI_Taxonomy,260680
Microorganism,S. enterica Virchow,NCBI_Taxonomy,48409
Microorganism,Virchow,NCBI_Taxonomy,48409
Habitat,animals,OntoBiotope,000193
Phenotype,ESBL production,OntoBiotope,000019
Phenotype,resistance,OntoBiotope,000598
Microorganism,S. enterica,NCBI_Taxonomy,28901
Habitat,hospitals,OntoBiotope,002714
Phenotype,pathogens,OntoBiotope,000375
Phenotype,pathogens,OntoBiotope,002806
Habitat,cerebrospinal fluid,OntoBiotope,000550
Habitat,CSF,OntoBiotope,000550
Habitat,patients diagnosed with bacterial meningitis,OntoBiotope,003269
Microorganism,Streptococcus pneumoniae,NCBI_Taxonomy,1313
Microorganism,Haemophilus influenzae,NCBI_Taxonomy,727
Microorganism,Mycoplasma pneumoniae,NCBI_Taxonomy,2104
Phenotype,pathogens,OntoBiotope,002806
Microorganism,Neisseria meningitidis,NCBI_Taxonomy,487
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Microorganism,Streptococcus agalactiae,NCBI_Taxonomy,1311
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Microorganism,Listeria monocytogenes,NCBI_Taxonomy,1639
Habitat,CSF from neonates and children,OntoBiotope,000550
Habitat,CSF from adults,OntoBiotope,000550
Habitat,neonates,OntoBiotope,003453
Habitat,neonates,OntoBiotope,003269
Habitat,children,OntoBiotope,003188
Habitat,children,OntoBiotope,003269
Habitat,adults,OntoBiotope,003245
Habitat,adults,OntoBiotope,003269
Habitat,CSF,OntoBiotope,000550
Phenotype,pathogens,OntoBiotope,002806
Habitat,clinical,OntoBiotope,003220
Phenotype,pathogens,OntoBiotope,002806
Microorganism,H. influenzae,NCBI_Taxonomy,727
Habitat,CSF,OntoBiotope,000550
Microorganism,S. pneumoniae,NCBI_Taxonomy,1313
Microorganism,S. agalactiae,NCBI_Taxonomy,1311
Microorganism,E. coli,NCBI_Taxonomy,562
Microorganism,L. monocytogenes,NCBI_Taxonomy,1639
Microorganism,M. pneumoniae,NCBI_Taxonomy,1313
Habitat,patients with antibiotic administration,OntoBiotope,003269
Phenotype,pathogens,OntoBiotope,002806
Microorganism,Pseudomonas fluorescens,NCBI_Taxonomy,294
Habitat,cross-protective vaccine,OntoBiotope,000464
Phenotype,Gram-negative,OntoBiotope,000648
Phenotype,virulence,OntoBiotope,000375
Phenotype,pathogenic,OntoBiotope,000375
Phenotype,pathogenic,OntoBiotope,002669
Microorganism,"Pseudomonas fluorescens strain, TSS",NCBI_Taxonomy,294
Habitat,diseased Japanese flounder cultured in a local farm,OntoBiotope,000491
Habitat,diseased Japanese flounder cultured in a local farm,OntoBiotope,003553
Habitat,local farm,OntoBiotope,000630
Microorganism,TSS,NCBI_Taxonomy,294
Microorganism,Escherichia coli,NCBI_Taxonomy,562
Phenotype,fur mutant,OntoBiotope,000118
Microorganism,TSS,NCBI_Taxonomy,294
Phenotype,fur null mutant,OntoBiotope,000118
Microorganism,TFM,NCBI_Taxonomy,562
Microorganism,TSS,NCBI_Taxonomy,294
Microorganism,TFM,NCBI_Taxonomy,562
Phenotype,decreased resistance against host serum bactericidal activity,OntoBiotope,000152
Habitat,host serum,OntoBiotope,000524
Habitat,host tissues,OntoBiotope,000196
Habitat,host blood,OntoBiotope,000521
Phenotype,bacterial virulence,OntoBiotope,002669
Habitat,Japanese flounder,OntoBiotope,003553
Habitat,Japanese flounder,OntoBiotope,000700
Habitat,live vaccine,OntoBiotope,000464
Habitat,oral,OntoBiotope,001653
Microorganism,TFM,NCBI_Taxonomy,562
Habitat,Japanese flounder,OntoBiotope,000700
Habitat,Japanese flounder,OntoBiotope,003553
Microorganism,P. fluorescens,NCBI_Taxonomy,294
Microorganism,Aeromonas hydrophila,NCBI_Taxonomy,644
Microorganism,Vibrio harveyi,NCBI_Taxonomy,669
Microorganism,TFM,NCBI_Taxonomy,562
Habitat,Japanese flounder,OntoBiotope,003553
Habitat,Japanese flounder,OntoBiotope,000700
Microorganism,TFM,NCBI_Taxonomy,562
Microorganism,V. harveyi,NCBI_Taxonomy,669
Microorganism,A. hydrophila,NCBI_Taxonomy,644
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Habitat,environmental surfaces in a jail setting,OntoBiotope,000006
Habitat,jail,OntoBiotope,000695
Habitat,jail,OntoBiotope,000695
Habitat,jail environmental surfaces,OntoBiotope,000006
Phenotype,methicillin-resistant,OntoBiotope,002817
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Habitat,primary and secondary mannitol salts,OntoBiotope,000007
Habitat,oxacillin-resistant screening agar,OntoBiotope,000041
Habitat,oxacillin-resistant screening agar,OntoBiotope,000031
Phenotype,oxacillin-resistant,OntoBiotope,002920
Microorganism,S. aureus,NCBI_Taxonomy,1280
Phenotype,methicillin resistance,OntoBiotope,002817
Phenotype,oxacillin resistance,OntoBiotope,002920
Microorganism,S. aureus,NCBI_Taxonomy,1280
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Phenotype,resistant,OntoBiotope,002817
Phenotype,resistant,OntoBiotope,002920
Habitat,inmates' nasal,OntoBiotope,000767
Habitat,inmates,OntoBiotope,003291
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Habitat,correctional facilities,OntoBiotope,000695
Microorganism,MRSA,NCBI_Taxonomy,1280
Phenotype,MRSA,OntoBiotope,002817
Habitat,peripheral nerves,OntoBiotope,000765
Habitat,peripheral nervous system,OntoBiotope,001251
Habitat,PNS,OntoBiotope,001251
Habitat,nerve,OntoBiotope,000765
Habitat,Schwann cells,OntoBiotope,000647
Habitat,glial cells of the PNS,OntoBiotope,000647
Habitat,PNS,OntoBiotope,001251
Habitat,Schwann cells,OntoBiotope,000647
Habitat,nerve,OntoBiotope,000765
Habitat,nerve injury,OntoBiotope,000970
Habitat,Schwann cell,OntoBiotope,000647
Habitat,nerve,OntoBiotope,000765
Habitat,human,OntoBiotope,002488
Microorganism,Mycobacterium leprae,NCBI_Taxonomy,1769
Habitat,Schwann cells of the adult PNS,OntoBiotope,000647
Habitat,adult,OntoBiotope,003245
Habitat,adult PNS,OntoBiotope,001251
Microorganism,M. leprae,NCBI_Taxonomy,1769
Habitat,myelinated Schwann cells,OntoBiotope,000647
Habitat,injury,OntoBiotope,000970
Microorganism,M. leprae,NCBI_Taxonomy,1769
Habitat,myelin-free cells,OntoBiotope,000647
Microorganism,M. leprae,NCBI_Taxonomy,1769
Microorganism,M. leprae,NCBI_Taxonomy,1769
Habitat,cell,OntoBiotope,000647
Habitat,infected cells,OntoBiotope,000647
Habitat,adult,OntoBiotope,003245
Habitat,adult Schwann cells,OntoBiotope,000647
Microorganism,M. leprae,NCBI_Taxonomy,1769
Habitat,PNS,OntoBiotope,001251
Paragraph,To evaluate the growth potential of F. tularensis LVS strain in macrophage-like cell line J774 modulated by recombinant interferon gamma and E. coli derived lipopolysaccharide.,,
Paragraph,"Stimulation of J774 cells either by interferon-gamma or lipopolysaccharide alone, or especially in combination before infection F. tularensis, revealed protective effects. Higher concentrations of stimulating agents were needed to inhibit ongoing F. tularensis infection.",,
Paragraph,Stimulation of J774 cell line by combination of interferon-gamma with lipopolysaccharide inhibits the intracellular growth of F. tularensis.,,
Microorganism,Francisella tularensis LVS,NCBI_Taxonomy,263
Habitat,murine macrophage,OntoBiotope,002995
Habitat,murine,OntoBiotope,002530
Habitat,murine macrophage-like cell line J774,OntoBiotope,000062
Microorganism,Francisella tularensis,NCBI_Taxonomy,263
Phenotype,causative agent of human tularemia,OntoBiotope,002806
Habitat,human,OntoBiotope,002488
Phenotype,ability to proliferate inside the human cells,OntoBiotope,000195
Habitat,human,OntoBiotope,002488
Habitat,human cells,OntoBiotope,000061
Microorganism,F. tularensis LVS,NCBI_Taxonomy,263
Habitat,macrophage-like cell line J774,OntoBiotope,000062
Habitat,macrophage,OntoBiotope,002995
Microorganism,E. coli,NCBI_Taxonomy,110766
Habitat,J774 cells,OntoBiotope,002995
Habitat,J774 cells,OntoBiotope,000062
Microorganism,F. tularensis,NCBI_Taxonomy,263
Microorganism,F. tularensis,NCBI_Taxonomy,263
Habitat,J774 cell line,OntoBiotope,002995
Habitat,J774 cell line,OntoBiotope,000062
Microorganism,F. tularensis,NCBI_Taxonomy,263
Habitat,professional phagocytes,OntoBiotope,000801
Habitat,host cells,OntoBiotope,000061
Phenotype,Type III secretion,OntoBiotope,000019
Phenotype,Gram-negative,OntoBiotope,000648
Phenotype,bacterial pathogens,OntoBiotope,000375
Habitat,host cells,OntoBiotope,000061
Phenotype,pathogens,OntoBiotope,000375
Microorganism,Yersinia pseudotuberculosis,NCBI_Taxonomy,633
Habitat,cell types grown in culture,OntoBiotope,000061
Microorganism,Y. pseudotuberculosis,NCBI_Taxonomy,633
Habitat,professional phagocytes in Peyer's patches,OntoBiotope,000801
Habitat,Peyer's patches,OntoBiotope,001184
Habitat,Peyer's patches,OntoBiotope,000334
Habitat,mesenteric lymph nodes,OntoBiotope,000718
Habitat,spleen,OntoBiotope,000890
Habitat,B cells,OntoBiotope,001623
Habitat,T cells,OntoBiotope,001623
Habitat,professional phagocytes,OntoBiotope,000801
Habitat,neutrophils,OntoBiotope,003004
Habitat,cells with translocated Yops,OntoBiotope,000801
Microorganism,Y. pseudotuberculosis,NCBI_Taxonomy,633
Habitat,cells,OntoBiotope,000801
Habitat,isolated splenocytes,OntoBiotope,000320
Habitat,professional phagocytes,OntoBiotope,000801
Habitat,professional phagocytes,OntoBiotope,000801
Habitat,isolated splenocytes,OntoBiotope,000320
Habitat,cells,OntoBiotope,000801
Habitat,professional phagocytes,OntoBiotope,000801
Microorganism,Y. pseudotuberculosis,NCBI_Taxonomy,633
Habitat,cells,OntoBiotope,000801
Habitat,phagocytes,OntoBiotope,000801
Habitat,cell,OntoBiotope,000801
Microorganism,Vibrio fischeri,NCBI_Taxonomy,668
Microorganism,Vibrio fischeri,NCBI_Taxonomy,668
Phenotype,bioluminescent,OntoBiotope,000055
Habitat,marine,OntoBiotope,000338
Phenotype,exclusive symbiotic relationship,OntoBiotope,003183
Habitat,Hawaiian bobtail squid,OntoBiotope,003123
Habitat,Euprymna scolopes,OntoBiotope,003123
Habitat,light organ,OntoBiotope,000708
Microorganism,V. fischeri,NCBI_Taxonomy,668
Habitat,juvenile squid's light organ,OntoBiotope,000708
Habitat,juvenile squid,OntoBiotope,003123
Habitat,juvenile squid,OntoBiotope,001849
Microorganism,V. fischeri ES114,NCBI_Taxonomy,312309
Habitat,microheterogeneous mixture of mono- and diphosphorylated diglucosamine disaccharides,OntoBiotope,000007
Microorganism,V. fischeri,NCBI_Taxonomy,668
Habitat,E. scolopes,OntoBiotope,003123
Phenotype,symbiotic,OntoBiotope,003183
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Phenotype,Pathogens,OntoBiotope,000375
Habitat,mammals,OntoBiotope,001625
Phenotype,pathogens,OntoBiotope,000375
Phenotype,human pathogens,OntoBiotope,002806
Habitat,human,OntoBiotope,002488
Microorganism,Staphylococcus aureus,NCBI_Taxonomy,1280
Microorganism,S. aureus,NCBI_Taxonomy,1280
Phenotype,pathogens,OntoBiotope,000375
Paragraph,"Biopsy specimens obtained by gastroscopy from 120 children with digestive system symptoms were detected by rapid urease test (RUT) and modified Giemsa staining. Positivity in both RUT and Giemsa staining was the ""gold criterion"" of H.pylori infection. Serum samples of these patients were obtained and the antibodies against cytotoxin associated gene A protein (CagA), vacuolating toxin A (VacA), urease, heat shock protein 60 (Hsp60) and RdxA (nitroreductase) were detected by protein array technique.",,
Paragraph,"H.pylori infection was identified according to the ""gold criterion"" in 60 children. Compared with the ""gold criterion"", the goodness of fit and the coefficient of contingency in the diagnosis of H.pylori infection of the following four groups antibody detection were all statistically significant (P<0.001): anti-Ure antibody alone, anti-Ure antibody combined with anti-CagA antibody, anti-Ure antibody combined with anti-VacA antibody and anti-Ure antibody combined with anti-CagA and anti-VacA antibody. The sensitivity, specificity and accuracy of the detection of anti-Ure antibody combined with anti-CagA antibody for the diagnosis of H.pylori infection were 81.7%, 91.7% and 86.7%, respectively. The antibody detection showed a high positive predictive value (90.7%) and a high negative predictive value (83.3%).",,
Paragraph,"The antibody detection by protein array, especially the detection of anti-Ure antibody combined with anti-CagA antibody, is valuable in the diagnosis of H.pylori infection.",,
Microorganism,Helicobactor pylori,NCBI_Taxonomy,210
Habitat,children,OntoBiotope,003188
Microorganism,Helicobacter pylori,NCBI_Taxonomy,210
Microorganism,H.pylori,NCBI_Taxonomy,210
Microorganism,H.pylori,NCBI_Taxonomy,210
Habitat,children,OntoBiotope,003188
Habitat,Biopsy specimens obtained by gastroscopy,OntoBiotope,000110
Habitat,Biopsy specimens obtained by gastroscopy,OntoBiotope,000642
Habitat,children with digestive system symptoms,OntoBiotope,003220
Habitat,children with digestive system symptoms,OntoBiotope,003188
Habitat,digestive system,OntoBiotope,000641
Microorganism,H.pylori,NCBI_Taxonomy,210
Habitat,Serum samples of these patients,OntoBiotope,000524
Habitat,patients,OntoBiotope,003220
Habitat,patients,OntoBiotope,003188
Microorganism,H.pylori,NCBI_Taxonomy,210
Habitat,children,OntoBiotope,003188
Habitat,children,OntoBiotope,003269
Microorganism,H.pylori,NCBI_Taxonomy,210
Microorganism,H.pylori,NCBI_Taxonomy,210
Microorganism,H.pylori,NCBI_Taxonomy,210
Habitat,Artemisia annua,OntoBiotope,000972
Habitat,broiler,OntoBiotope,003334
Habitat,intestinal microbiota,OntoBiotope,000113
Habitat,intestinal,OntoBiotope,002810
Microorganism,Clostridium perfringens,NCBI_Taxonomy,1502
Habitat,aerial parts of the plant Artemisia annua,OntoBiotope,000395
Habitat,plant Artemisia annua,OntoBiotope,000972
Habitat,essential oils,OntoBiotope,000742
Microorganism,Clostridium perfringens Type A,NCBI_Taxonomy,37763
Habitat,broilers,OntoBiotope,003334
Habitat,dried A. annua leaves,OntoBiotope,001174
Habitat,dried A. annua leaves,OntoBiotope,000038
Habitat,A. annua,OntoBiotope,000972
Habitat,n-hexane extract from fresh A. annua leaves,OntoBiotope,000038
Habitat,fresh A. annua leaves,OntoBiotope,001174
Habitat,A. annua,OntoBiotope,000972
Habitat,broiler,OntoBiotope,003334
Habitat,Dried plant material,OntoBiotope,000038
Habitat,Dried plant material,OntoBiotope,001258
Habitat,Dried plant material,OntoBiotope,001174
Habitat,plant,OntoBiotope,000972
Habitat,feed,OntoBiotope,000038
Habitat,body,OntoBiotope,000214
Habitat,feed,OntoBiotope,000038
Habitat,n-hexane extract,OntoBiotope,000038
Habitat,feed,OntoBiotope,000038
Habitat,broiler,OntoBiotope,003334
Habitat,feed,OntoBiotope,000038
Habitat,birds,OntoBiotope,003334
Habitat,n-hexane extract,OntoBiotope,001258
Habitat,n-hexane extract,OntoBiotope,000038
Habitat,dried A. annua leaves,OntoBiotope,001174
Habitat,dried A. annua leaves,OntoBiotope,000038
Habitat,dried A. annua leaves,OntoBiotope,001258
Habitat,A. annua,OntoBiotope,000972
Habitat,n-hexane extract of A. annua,OntoBiotope,001258
Habitat,n-hexane extract of A. annua,OntoBiotope,000038
Habitat,A. annua,OntoBiotope,000972
Habitat,broilers,OntoBiotope,003334
Habitat,n-hexane extract,OntoBiotope,000038
Habitat,n-hexane extract,OntoBiotope,001258
Habitat,intestinal,OntoBiotope,002810
Microorganism,C. perfringens,NCBI_Taxonomy,37763
Habitat,small intestinal,OntoBiotope,003303
Habitat,small intestinal lesions,OntoBiotope,000471
Habitat,birds supplemented with the n-hexane extract,OntoBiotope,003334
Habitat,n-hexane extract,OntoBiotope,001258
Habitat,n-hexane extract,OntoBiotope,000038
Habitat,challenged control birds,OntoBiotope,003334
Habitat,birds receiving dried plant material,OntoBiotope,003334
Habitat,dried plant material,OntoBiotope,000038
Habitat,dried plant material,OntoBiotope,001258
Habitat,dried plant material,OntoBiotope,001174
Habitat,plant,OntoBiotope,000972
Habitat,n-hexane extracts derived from A. annua,OntoBiotope,001258
Habitat,n-hexane extracts derived from A. annua,OntoBiotope,000038
Habitat,A. annua,OntoBiotope,000972
Paragraph,"We analyzed data from 1446 inpatient cases of CDI (48.6% female; median age, 62.5 years; range, 0.1-103.7 years) at the Mayo Clinic from June 28, 2007, to June 25, 2010. Patients with severe-complicated CDI (n?= 487) were identified as those who required admission to the intensive care unit or colectomy, or died, within 30 days of CDI diagnosis. Logistic regression models were used to identify variables that were independently associated with the occurrence of severe-complicated CDI in 2 cohorts. One cohort comprised all hospitalized patients; the other comprised a subset of these inpatients who were residents of Olmsted County, Minnesota to assess the association of comorbid conditions with the development of severe-complicated infection in a population-based cohort. The linear combinations of variables identified by using logistic regression models provided scores to predict the risk of developing severe-complicated CDI.",,
Paragraph,"In a multivariable model that included all inpatients, increasing age, leukocyte count >15?¡Á?10(9)/L, increase in serum level of creatinine >1.5-fold from baseline, and use of proton pump inhibitors or narcotic medications were independently associated with severe-complicated CDI. In the secondary analysis, which included only patients from Olmsted County, comorbid conditions were not significantly associated with severe-complicated CDI.",,
Paragraph,"Older age, high numbers of leukocytes in blood samples, an increased serum level of creatinine, gastric acid suppression, and use of narcotic medications were independently associated with development of severe-complicated CDI in hospitalized patients. Early aggressive monitoring and intervention could improve outcomes.",,
Microorganism,Clostridium difficile,NCBI_Taxonomy,1496
Microorganism,Clostridium difficile,NCBI_Taxonomy,1496
Habitat,colon,OntoBiotope,001496
Habitat,"inpatient cases of CDI (48.6% female; median age, 62.5 years; range, 0.1-103.7 years)",OntoBiotope,003269
Habitat,Mayo Clinic,OntoBiotope,002694
Habitat,Patients with severe-complicated CDI,OntoBiotope,003269
Habitat,intensive care unit,OntoBiotope,000328
